, 200, 200, 230,   5, -0.27500, -0.17500,  0.00001,  0.00000,  gas          , Air,
, 210, 220, 230,  16, -0.27500, -0.17500,  0.00002,  0.00000,  gas          , Mildly_Compressed_Air,
, 210, 220, 230,  32, -0.27500, -0.17500,  0.00003,  0.00000,  gas          , Compressed_Air,
, 210, 220, 230,  64, -0.27500, -0.17500,  0.00004,  0.00000,  gas          , Highly_Compressed_Air,
, 220, 220, 230,  32,  0.06250, -0.16250,  0.00005, -0.40000,  gas          , Steam,
, 128, 128, 128,  32,  0.06250, -0.16250,  0.00006, -0.30000,  gas          , Thin_Smoke,
, 128, 128, 128,  64,  0.12500, -0.12500,  0.00007, -0.20000,  gas          , Smoke,
, 128, 128, 128, 128,  0.15000, -0.15000,  0.00008, -0.10000,  gas          , Thick_Smoke,
, 255, 255,   0, 200, -0.32500, -0.12500,  0.00009,  0.00000,  plasma       , Flare,
, 255, 200,   0, 200, -0.30000, -0.10000,  0.00010,  0.00000,  plasma       , Flame,
, 255, 180,   0, 200, -0.27500, -0.17500,  0.00011,  0.00000,  plasma       , Fire,
, 200, 200, 255, 200, -0.32500, -0.12500,  0.00012,  0.00000,  plasma       , Arc,
, 255, 225,   0, 200, -0.30000, -0.10000,  0.00013,  0.00000,  plasma       , Spark,
, 190, 250, 190,  10, -0.22500, -0.17500,  0.00014,  0.20000,  fume         , Radon,
, 230, 230, 230,  64,  0.12500, -0.17500,  0.00014,  0.20000,  fume         , Fog,
, 230, 210, 210,  32,  0.12500, -0.17500,  0.00015,  0.10000,  fume         , Acid_Fumes,
, 220, 220, 210,  32,  0.12500, -0.17500,  0.00016,  0.10000,  fume         , Oil_Fumes,
, 255, 255, 255, 255,  0.12500, -0.17500,  0.00100,  0.40000,  fluid        , Milk,
, 128, 128, 128, 255,  0.15000, -0.17500,  0.00100,  1.00000,  fluid        , Mercury,
,  15,  15,   5, 255,  0.12500, -0.17500,  0.00100,  0.00000,  fluid        , Oil,
, 255, 160,   0, 255, -0.50000, -0.17500,  0.00100,  0.90000,  fluid        , Magma,
,  32, 128,  64, 128,  0.02500, -0.17500,  0.00100,  0.30000,  fluid        , Acid,
,  16,  64,  96, 128,  0.02500, -0.17500,  0.00100,  0.30000,  fluid        , Dilute_Acid,
,   8,  32, 128, 128,  0.02500, -0.17500,  0.00100,  0.30000,  fluid        , Acidic_Water,
,   0,  64, 128, 128, -0.02500, -0.17500,  0.00100,  0.30000,  fluid        , Irradiated_Water,
,   0,   0, 128, 128,  0.02500, -0.17500,  0.00100,  0.30000,  fluid        , Water,
,   0,  64, 128, 128,  0.03500, -0.17500,  0.00100,  0.30000,  fluid        , Brine,
, 128,   0, 128, 128,  0.02500, -0.17500,  0.00100,  0.30000,  fluid        , Wine,
, 128,   0,   0, 255,  0.10000, -0.17500,  0.00100,  0.40000,  fluid        , Blood,
, 255,  64,  64, 255,  0.10000, -0.17500,  0.00500,  0.50000,  gel          , Guts,
,   0,  96,   0, 212,  0.05000, -0.17500,  0.00500,  0.20000,  gel          , Algae,
,  16, 255,   0, 128,  0.05000, -0.17500,  0.00500,  0.20000,  gel          , Slime,
, 230, 200,   0, 212,  0.05000, -0.17500,  0.00500,  0.50000,  gel          , Honey,
, 255,  80,   0, 255, -0.47500, -0.17500,  0.00500,  0.80000,  gel          , Lava,
,  58,  32,  16, 255,  0.12000, -0.17500,  0.00500,  0.60000,  gel          , Mud,
,  20,  16,  12, 255,  0.12000, -0.17500,  0.00500,  0.60000,  gel          , Muck,
, 220, 210, 128, 255,  0.12500, -0.17500,  0.00500,  0.80000,  gel          , Quicksand,
,  64,  64,  64, 255,  0.12500, -0.17500,  0.00500,  0.70000,  gel          , Molten_Slag,
, 220, 220, 245, 128,  0.12500, -0.17500,  0.90000,  0.80000,  grain        , Broken_Glass,
, 225, 225, 225, 255,  0.12500, -0.17500,  0.01000,  0.20000,  grain        , Ash,
, 255, 100,   0, 255, -0.25000, -0.17500,  0.01000,  0.00000,  grain        , Ember,
, 230, 230, 128, 255,  0.12500, -0.17500,  0.01000,  0.80000,  grain        , Sand,
, 255, 255, 255, 255,  0.12500, -0.17500,  0.01000,  0.20000,  grain        , Snow,
, 200, 200, 200, 212,  0.12500, -0.17500,  0.01000,  0.20000,  grain        , Sleet,
, 240, 240, 240, 212,  0.12500, -0.17500,  0.01000,  0.40000,  grain        , Salt,
, 130, 120, 140, 255,  0.12500, -0.17500,  0.01000,  0.80000,  grain        , Silt,
, 110, 105, 100, 255,  0.12500, -0.17500,  0.80000,  0.80000,  grain        , Gravel,
, 130,  80,  64, 255, -0.05000, -0.17500,  0.01000,  0.20000,  grain        , Acorn,
, 255,   0, 128, 128, -0.05000, -0.17500,  0.01000,  0.20000,  grain        , Prickly_Pear,
,  16,  10,   8, 255,  0.12500, -0.17500,  0.01000,  0.20000,  grain        , Charcoal,
,   0, 210,  20, 212,  0.12500, -0.27500,  0.50000,  0.00000,  gem          , Jade,
, 180,   0,   0, 160,  0.12500, -0.27500,  0.50000,  0.00000,  gem          , Ruby,
, 180, 140,   0, 192,  0.12500, -0.27500,  0.50000,  0.00000,  gem          , Amber,
